0.188458 2.529440925 -0.9131641996 
0.5653736029 2.189437433 -1.683839314 
0.9422893382 1.937494577 -2.08893495 
1.319205073 1.765343022 -2.380065825 
1.696120809 1.701831114 -2.579111548 
2.073036544 1.697519654 -2.746048493 
2.449952279 1.714461547 -2.905941886 
2.826868015 1.783832881 -3.031521833 
3.20378375 1.879437674 -3.142850631 
3.580699485 1.997373212 -3.24214379 
3.95761522 2.128380443 -3.304067798 
4.334530956 2.267493726 -3.360920554 
4.711446691 2.404461271 -3.405184927 
5.088362426 2.547749432 -3.435713897 
5.465278162 2.687890189 -3.458496007 
5.842193897 2.837146482 -3.458009562 
6.219109632 2.972273406 -3.453878388 
6.596025367 3.10709217 -3.449462753 
6.972941103 3.241800874 -3.431385404 
7.349856838 3.362932506 -3.40048825 
7.726772573 3.477935005 -3.386309989 
8.103688309 3.597322571 -3.342320224 
8.480604044 3.697493309 -3.306338418 
8.857519779 3.798989023 -3.269020275 
9.234435514 3.904446628 -3.227345875 
9.61135125 3.998062583 -3.181440396 
9.988266985 4.079779269 -3.144180466 
10.36518272 4.162979905 -3.098901542 
10.74209846 4.249484276 -3.04222691 
11.11901419 4.322197525 -2.999962379 
11.49592993 4.392363472 -2.955973431 
11.87284566 4.449447334 -2.919498214 
12.2497614 4.529282339 -2.875297058 
12.62667713 4.574828143 -2.820175252 
13.00359287 4.627965745 -2.78684396 
13.3805086 4.689662267 -2.743069608 
13.75742434 4.735983918 -2.697894058 
14.13434007 4.786631123 -2.658706367 
14.51125581 4.835627857 -2.610787164 
14.88817154 4.877809088 -2.56966346 
15.26508728 4.915068499 -2.532552546 
15.64200301 4.953688333 -2.485920584 
16.01891875 4.993078076 -2.449089734 
16.39583448 5.025883196 -2.410021451 
16.77275022 5.05365721 -2.370892524 
17.14966596 5.094229325 -2.342389644 
17.52658169 5.118282718 -2.304840093 
17.90349743 5.149234902 -2.275157769 
18.28041316 5.171340455 -2.234374649 
18.6573289 5.196684345 -2.20405915 
19.03424463 5.224383071 -2.168859525 
19.41116037 5.248483208 -2.132641083 
19.7880761 5.274002025 -2.107898933 
20.16499184 5.28780006 -2.084172939 
20.54190757 5.315362033 -2.045903316 
20.91882331 5.331343909 -2.017692525 
21.29573904 5.345860179 -1.990994679 
21.67265478 5.366570563 -1.958535484 
22.04957051 5.385937646 -1.938722155 
22.42648625 5.395861392 -1.903119717 
22.80340198 5.411185295 -1.889202732 
23.18031772 5.437973449 -1.858315546 
23.55723346 5.447641199 -1.834519101 
23.93414919 5.459684544 -1.811017412 
24.31106493 5.477334957 -1.784503461 
24.68798066 5.485152493 -1.761442256 
25.0648964 5.503118755 -1.733999514 
25.44181213 5.505528849 -1.716924523 
25.81872787 5.522471763 -1.70058949 
26.1956436 5.534132822 -1.684309226 
26.57255934 5.547794563 -1.662702077 
26.94947507 5.554828028 -1.641944767 
27.32639081 5.564826485 -1.622280159 
27.70330654 5.569598227 -1.604314252 
28.08022228 5.578157561 -1.582434268 
28.45713801 5.589384261 -1.566705884 
28.83405375 5.601740218 -1.556351233 
29.21096948 5.609875747 -1.532655474 
29.58788522 5.614071597 -1.511428601 
29.96480096 5.627449697 -1.504317729 
30.34171669 5.631342003 -1.485023907 
30.71863243 5.641825225 -1.467999801 
31.09554816 5.652188019 -1.451332549 
31.4724639 5.65512975 -1.430197605 
31.84937963 5.657694808 -1.418597038 
32.22629537 5.669249738 -1.403967133 
32.6032111 5.668249166 -1.38234865 
32.98012684 5.678322813 -1.370837308 
33.35704257 5.684224942 -1.356755203 
33.73395831 5.689810783 -1.34817213 
34.11087404 5.685656814 -1.332050359 
34.48778978 5.69986187 -1.322294878 
34.86470551 5.701823607 -1.314554445 
35.24162125 5.704858043 -1.300986342 
35.61853698 5.712278382 -1.285721277 
35.99545272 5.721430025 -1.270165441 
36.37236845 5.723536699 -1.257827208 
36.74928419 5.725300584 -1.250552575 
37.12619993 5.728778708 -1.234934394 
37.50311566 5.736697371 -1.215773695 
37.8800314 5.739349453 -1.202476002 
38.25694713 5.746039437 -1.196507272 
